80,Dustin Guzman,dustinguzman6092@utec.edu,6,DS,202193994
81,Evangeline Cabrera,evangelinecabrera5467@utec.edu,10,Ingenieria civil,202141196
82,Aspen Guy,aspenguy4460@utec.edu,7,Ingenieria electronica,202192967
83,Chantale Frost,chantalefrost5355@utec.edu,9,DS,202212181
84,Warren Neal,warrenneal@utec.edu,7,Ingenieria industrial,202105291
85,Ivan Tyson,ivantyson@utec.edu,10,Bioingenieria,202283916
86,Hammett Larsen,hammettlarsen@utec.edu,7,Administracion de negocios,202324113
87,Barbara Owen,barbaraowen1897@utec.edu,1,Ingenieria industrial,202320330
88,Gwendolyn Banks,gwendolynbanks@utec.edu,6,Bioingenieria,202208940
89,Laith Singleton,laithsingleton@utec.edu,8,CS,202314910
90,Mikayla Mcbride,mikaylamcbride@utec.edu,4,DS,202100520
91,Paloma Ochoa,palomaochoa@utec.edu,9,Ingenieria mecanica,202131106
92,Miranda Avila,mirandaavila@utec.edu,3,Administracion de negocios,202271285
93,Ella Duran,elladuran@utec.edu,9,Bioingenieria,202202304
94,Lillian Dickson,lilliandickson8719@utec.edu,8,Ingenieria industrial,202252850
95,Wyatt Huffman,wyatthuffman3427@utec.edu,5,Ingenieria de la energia,202323964
96,Winter English,winterenglish@utec.edu,2,Ingenieria quimica,202129036
97,Lucas Steele,lucassteele8123@utec.edu,2,Administracion de negocios,202315486
98,Raven Bailey,ravenbailey736@utec.edu,3,Bioingenieria,202207075
99,Lois Sullivan,loissullivan8395@utec.edu,3,Ingenieria mecanica,202218985
100,Asher Chase,asherchase5693@utec.edu,2,Bioingenieria,202296819
