80,Dustin Guzman,dustinguzman6092@utec.edu,6,DS,202193994
81,Evangeline Cabrera,evangelinecabrera5467@utec.edu,10,Ingenieria civil,202141196
82,Aspen Guy,aspenguy4460@utec.edu,7,Ingenieria electronica,202192967
83,Chantale Frost,chantalefrost5355@utec.edu,9,DS,202212181
84,Warren Neal,warrenneal@utec.edu,7,Ingenieria industrial,202105291
85,Ivan Tyson,ivantyson@utec.edu,10,Bioingenieria,202283916
86,Hammett Larsen,hammettlarsen@utec.edu,7,Administracion de negocios,202324113
87,Barbara Owen,barbaraowen1897@utec.edu,1,Ingenieria industrial,202320330
88,Gwendolyn Banks,gwendolynbanks@utec.edu,6,Bioingenieria,202208940
89,Laith Singleton,laithsingleton@utec.edu,8,CS,202314910
90,Mikayla Mcbride,mikaylamcbride@utec.edu,4,DS,202100520
91,Paloma Ochoa,palomaochoa@utec.edu,9,Ingenieria mecanica,202131106
92,Miranda Avila,mirandaavila@utec.edu,3,Administracion de negocios,202271285
93,Ella Duran,elladuran@utec.edu,9,Bioingenieria,202202304
94,Lillian Dickson,lilliandickson8719@utec.edu,8,Ingenieria industrial,202252850
95,Wyatt Huffman,wyatthuffman3427@utec.edu,5,Ingenieria de la energia,202323964
96,Winter English,winterenglish@utec.edu,2,Ingenieria quimica,202129036
97,Lucas Steele,lucassteele8123@utec.edu,2,Administracion de negocios,202315486
98,Raven Bailey,ravenbailey736@utec.edu,3,Bioingenieria,202207075
99,Lois Sullivan,loissullivan8395@utec.edu,3,Ingenieria mecanica,202218985
100,Asher Chase,asherchase5693@utec.edu,2,Bioingenieria,202296819
101,Gray Little,graylittle@utec.edu,6,Bioingenieria,202367911
102,Aladdin Soto,aladdinsoto7812@utec.edu,10,Bioingenieria,202137488
103,Kylie Reilly,kyliereilly@utec.edu,7,Bioingenieria,202353950
104,Gannon Skinner,gannonskinner@utec.edu,3,DS,202317075
105,Prescott Powell,prescottpowell4998@utec.edu,6,Ingenieria electronica,202154330
106,Martin Myers,martinmyers4835@utec.edu,9,Ingenieria civil,202284859
107,Chastity Pierce,chastitypierce8587@utec.edu,2,Ingenieria electronica,202103794
108,Camden Callahan,camdencallahan739@utec.edu,6,Ingenieria ambiental,202377041
109,Eaton Carr,eatoncarr3908@utec.edu,5,DS,202278411
110,Lenore Shields,lenoreshields@utec.edu,5,Ingenieria ambiental,202189037
111,Aristotle Edwards,aristotleedwards@utec.edu,7,Administracion de negocios,202282042
112,Olivia Sosa,oliviasosa4884@utec.edu,3,Ingenieria de la energia,202352464
113,Macaulay Lindsey,macaulaylindsey@utec.edu,2,Administracion de negocios,202353098
114,Lois Talley,loistalley@utec.edu,7,CS,202139035
115,Malik Sweeney,maliksweeney3814@utec.edu,4,Administracion de negocios,202342239
116,Ivy Beach,ivybeach@utec.edu,3,Ingenieria mecanica,202185166
117,Amaya Macias,amayamacias@utec.edu,3,Ingenieria mecanica,202353955
118,Kasimir Davidson,kasimirdavidson@utec.edu,3,Administracion de negocios,202189826
119,Chava Britt,chavabritt@utec.edu,3,Ingenieria de la energia,202198539
120,Connor Chen,connorchen4858@utec.edu,7,Ingenieria civil,202157176
121,Pascale Johnston,pascalejohnston1612@utec.edu,9,Ingenieria mecanica,202350521
122,Wade Jennings,wadejennings@utec.edu,2,Ingenieria ambiental,202236772
123,Kelly Lawrence,kellylawrence1433@utec.edu,10,Ingenieria mecatronica,202354711
124,James Jarvis,jamesjarvis5192@utec.edu,4,Ingenieria civil,202310915
125,Jonas Wilson,jonaswilson7684@utec.edu,5,Ingenieria de la energia,202392509
126,Mufutau Frost,mufutaufrost@utec.edu,3,Ingenieria ambiental,202134015
127,Mohammad Fox,mohammadfox@utec.edu,8,Ingenieria de la energia,202345601
128,Medge Hood,medgehood9861@utec.edu,10,Ingenieria ambiental,202223427
129,Linus Mason,linusmason4727@utec.edu,9,Ingenieria industrial,202220714
130,Dieter Booth,dieterbooth7455@utec.edu,7,CS,202275012
131,Giselle Shaffer,giselleshaffer@utec.edu,8,Ingenieria mecatronica,202213261
132,Reuben Blair,reubenblair@utec.edu,5,Ingenieria de la energia,202359734
133,Tarik Herring,tarikherring@utec.edu,4,Bioingenieria,202355572
134,Whilemina Keith,whileminakeith2202@utec.edu,9,Ingenieria mecanica,202333931
135,Natalie Cooke,nataliecooke@utec.edu,4,Ingenieria de la energia,202152197
136,McKenzie Bowers,mckenziebowers5190@utec.edu,5,Ingenieria mecatronica,202250208
137,Allegra Navarro,allegranavarro@utec.edu,10,Ingenieria electronica,202342384
138,Judah Fischer,judahfischer6546@utec.edu,6,Ingenieria mecanica,202324892
139,Kim Hood,kimhood1860@utec.edu,1,Ingenieria civil,202147632
140,Marsden Castro,marsdencastro@utec.edu,4,Ingenieria mecatronica,202331827
141,Ursula Contreras,ursulacontreras@utec.edu,10,Ingenieria electronica,202301970
142,Kyla Neal,kylaneal5954@utec.edu,10,Administracion de negocios,202256873
143,Carly Mays,carlymays@utec.edu,7,Administracion de negocios,202324191
144,Andrew Jimenez,andrewjimenez@utec.edu,2,Ingenieria electronica,202160434
145,Rowan Morrison,rowanmorrison7700@utec.edu,8,DS,202192741
146,Kevin Madden,kevinmadden8551@utec.edu,5,Bioingenieria,202308037
147,Solomon Ayala,solomonayala767@utec.edu,4,Ingenieria quimica,202111973
148,Violet Spencer,violetspencer4574@utec.edu,8,Ingenieria ambiental,202106545
149,Azalia Dodson,azaliadodson@utec.edu,10,Ingenieria mecanica,202244115
150,Venus Beach,venusbeach@utec.edu,6,CS,202157345
151,Hammett Bruce,hammettbruce@utec.edu,7,Ingenieria ambiental,202340073
152,Celeste Humphrey,celestehumphrey3511@utec.edu,3,Ingenieria mecatronica,202209828
153,Chloe Wyatt,chloewyatt9848@utec.edu,7,Ingenieria mecatronica,202192694
154,Merrill Hanson,merrillhanson2283@utec.edu,4,Ingenieria quimica,202211259
155,Quintessa Buchanan,quintessabuchanan@utec.edu,4,Ingenieria electronica,202184483
156,Jenette Case,jenettecase@utec.edu,9,Ingenieria electronica,202208176
157,Gemma Mooney,gemmamooney@utec.edu,4,Ingenieria industrial,202331145
158,Hyacinth Guzman,hyacinthguzman6554@utec.edu,3,Ingenieria de la energia,202300109
159,Chadwick Larson,chadwicklarson3431@utec.edu,7,Ingenieria quimica,202227025
160,Nicholas Harding,nicholasharding@utec.edu,9,Ingenieria mecatronica,202333422
161,Angela Navarro,angelanavarro@utec.edu,3,CS,202281954
162,Imelda Fuentes,imeldafuentes@utec.edu,6,Ingenieria civil,202207256
163,Shana Waters,shanawaters@utec.edu,10,Ingenieria mecatronica,202273847
164,Brenna Burke,brennaburke@utec.edu,2,DS,202378581
165,Neil Melendez,neilmelendez@utec.edu,3,Administracion de negocios,202183467
166,Travis Burnett,travisburnett5943@utec.edu,2,Ingenieria electronica,202330535
167,Leo Cabrera,leocabrera@utec.edu,7,Administracion de negocios,202328571
168,Miriam Delaney,miriamdelaney8666@utec.edu,5,Ingenieria quimica,202388260
169,Ulysses Townsend,ulyssestownsend@utec.edu,4,Bioingenieria,202219565
170,Perry Drake,perrydrake9760@utec.edu,1,Ingenieria mecatronica,202232357
171,Scott Marsh,scottmarsh3957@utec.edu,4,CS,202276587
172,Yuli Aguilar,yuliaguilar38@utec.edu,7,Bioingenieria,202337987
173,Lillith Vega,lillithvega@utec.edu,10,Ingenieria de la energia,202146939
174,Imani Gilmore,imanigilmore795@utec.edu,10,Bioingenieria,202161179
175,Fletcher O'Neill,fletcheroneill3892@utec.edu,2,Ingenieria de la energia,202181425
176,Aladdin Wise,aladdinwise@utec.edu,4,Administracion de negocios,202372896
177,Brett Alvarez,brettalvarez@utec.edu,8,Ingenieria de la energia,202318984
178,Cain Richmond,cainrichmond9436@utec.edu,8,Administracion de negocios,202298487
179,Isaac Lane,isaaclane@utec.edu,3,Ingenieria mecanica,202294807
180,Dalton Mcfarland,daltonmcfarland3931@utec.edu,6,Ingenieria ambiental,202359667
181,Castor Lynch,castorlynch@utec.edu,9,Administracion de negocios,202158739
182,Tarik Hudson,tarikhudson@utec.edu,7,Ingenieria de la energia,202345747
183,Kitra Aguilar,kitraaguilar@utec.edu,7,CS,202187365
184,Gannon Yang,gannonyang5902@utec.edu,6,Ingenieria mecanica,202113549
185,Madonna Dunn,madonnadunn@utec.edu,5,Ingenieria industrial,202125709
186,Castor Santiago,castorsantiago@utec.edu,9,CS,202189591
187,Stuart Henderson,stuarthenderson@utec.edu,2,Ingenieria mecatronica,202142824
188,Ishmael Charles,ishmaelcharles@utec.edu,4,Ingenieria civil,202128958
189,Brian Mcintosh,brianmcintosh@utec.edu,7,Administracion de negocios,202322150
190,Emma Christian,emmachristian9417@utec.edu,9,Bioingenieria,202239457
191,Alan Schneider,alanschneider335@utec.edu,9,DS,202274020
192,Warren Smith,warrensmith1093@utec.edu,2,Ingenieria mecatronica,202138754
193,Howard Walters,howardwalters@utec.edu,6,Administracion de negocios,202395490
194,Damian Myers,damianmyers@utec.edu,5,Ingenieria mecatronica,202373844
195,Leigh Alvarado,leighalvarado2504@utec.edu,6,Ingenieria civil,202186447
196,Josiah Villarreal,josiahvillarreal@utec.edu,4,Ingenieria mecanica,202322311
197,Emerson Perkins,emersonperkins6580@utec.edu,8,CS,202227725
198,Ariana Huffman,arianahuffman@utec.edu,3,CS,202101668
199,Richard Salas,richardsalas9492@utec.edu,10,Ingenieria ambiental,202163684
200,Aimee Patel,aimeepatel@utec.edu,10,Ingenieria industrial,202327686
201,Danielle Mann,daniellemann@utec.edu,9,Administracion de negocios,202104746
202,Brooke Bridges,brookebridges@utec.edu,2,DS,202113379
203,Alan Bray,alanbray6051@utec.edu,4,Ingenieria industrial,202355028
204,Baxter Myers,baxtermyers9162@utec.edu,5,Ingenieria civil,202138528
205,Solomon Roberson,solomonroberson@utec.edu,9,Ingenieria electronica,202104382
206,Carl Burks,carlburks673@utec.edu,1,Ingenieria electronica,202235017
207,Holly Rowland,hollyrowland@utec.edu,7,CS,202144169
208,Robert Ayers,robertayers@utec.edu,8,Ingenieria mecatronica,202331886
209,Gail Moss,gailmoss6668@utec.edu,8,Ingenieria civil,202197445
210,Iona Ball,ionaball@utec.edu,2,Ingenieria ambiental,202255402
211,Chadwick Buck,chadwickbuck@utec.edu,7,Ingenieria quimica,202364886
212,Coby Stein,cobystein1114@utec.edu,6,Ingenieria ambiental,202156980
213,Driscoll Campos,driscollcampos@utec.edu,3,Ingenieria electronica,202300495
214,Octavia Farmer,octaviafarmer@utec.edu,8,Administracion de negocios,202241353
215,Sybill Swanson,sybillswanson@utec.edu,6,Ingenieria ambiental,202144166
216,Carissa Farley,carissafarley3026@utec.edu,9,Bioingenieria,202263930
217,Renee Mclaughlin,reneemclaughlin5283@utec.edu,7,Ingenieria mecatronica,202305913
218,Whoopi Goodwin,whoopigoodwin@utec.edu,5,Ingenieria ambiental,202205238
219,Burke Ellis,burkeellis@utec.edu,8,Ingenieria de la energia,202369610
220,Nero Harrell,neroharrell6159@utec.edu,2,Ingenieria electronica,202243751
221,Indigo Wilder,indigowilder4554@utec.edu,5,Ingenieria mecatronica,202315364
222,Megan Kent,megankent@utec.edu,5,Bioingenieria,202145771
223,Indigo Madden,indigomadden9250@utec.edu,7,Bioingenieria,202185476
224,Alice Briggs,alicebriggs2619@utec.edu,3,DS,202118518
225,Fleur Foster,fleurfoster@utec.edu,9,CS,202292052
226,Reuben Harvey,reubenharvey4044@utec.edu,6,Ingenieria electronica,202238088
227,Kuame Mcdowell,kuamemcdowell7434@utec.edu,3,Ingenieria mecanica,202246924
228,Vielka Fry,vielkafry863@utec.edu,5,CS,202272076
229,Naomi Clemons,naomiclemons@utec.edu,10,Ingenieria mecanica,202219292
230,Bevis Bernard,bevisbernard2916@utec.edu,6,Ingenieria de la energia,202184651
231,Jakeem Underwood,jakeemunderwood@utec.edu,3,Ingenieria industrial,202130031
232,Lucius Gross,luciusgross1281@utec.edu,6,Ingenieria de la energia,202371166
233,Harriet Larsen,harrietlarsen@utec.edu,6,DS,202278970
234,Aimee Durham,aimeedurham@utec.edu,5,CS,202103722
235,Anastasia Bender,anastasiabender@utec.edu,4,Bioingenieria,202180620
236,Deacon Coffey,deaconcoffey@utec.edu,6,Ingenieria ambiental,202281997
237,Aladdin Horne,aladdinhorne9821@utec.edu,2,Administracion de negocios,202138875
238,Lunea Rowe,lunearowe204@utec.edu,7,Ingenieria mecanica,202126568
239,Macey Wright,maceywright6820@utec.edu,7,Ingenieria de la energia,202262462
240,Libby Smith,libbysmith3515@utec.edu,6,Ingenieria ambiental,202340621
241,Aladdin Blake,aladdinblake@utec.edu,4,Administracion de negocios,202316545
242,Unity Skinner,unityskinner4476@utec.edu,4,CS,202270165
243,Pascale Gillespie,pascalegillespie@utec.edu,8,Ingenieria mecanica,202328476
244,Emily Fletcher,emilyfletcher4565@utec.edu,3,Ingenieria electronica,202241252
245,Nigel Carr,nigelcarr2157@utec.edu,9,Ingenieria mecatronica,202337528
246,Nicholas Cantrell,nicholascantrell@utec.edu,6,Ingenieria de la energia,202143883
247,Cailin Gilbert,cailingilbert@utec.edu,4,Ingenieria mecanica,202356680
248,Jakeem Scott,jakeemscott@utec.edu,3,Bioingenieria,202161138
249,Amos Gates,amosgates6609@utec.edu,4,Ingenieria electronica,202199383
250,Erasmus Horne,erasmushorne1168@utec.edu,1,Ingenieria electronica,202128292
251,Hamilton Davenport,hamiltondavenport1007@utec.edu,7,Administracion de negocios,202323701
252,Mufutau Erickson,mufutauerickson3918@utec.edu,8,Ingenieria electronica,202190122
253,Karly Brock,karlybrock3850@utec.edu,4,Ingenieria ambiental,202185971
254,Cadman Bean,cadmanbean@utec.edu,2,DS,202139675
255,Nayda Riggs,naydariggs2427@utec.edu,9,Ingenieria civil,202390609
256,Erich Holmes,erichholmes@utec.edu,4,DS,202348371
257,Denton Quinn,dentonquinn@utec.edu,3,Ingenieria industrial,202264461
258,Ina Rich,inarich5170@utec.edu,2,Ingenieria de la energia,202236424
259,Marvin Nguyen,marvinnguyen@utec.edu,6,Ingenieria industrial,202201237
260,Patrick Mercer,patrickmercer3140@utec.edu,8,Ingenieria industrial,202358376
261,Melinda Morrow,melindamorrow@utec.edu,5,Ingenieria quimica,202305829
262,Colette Pierce,colettepierce7604@utec.edu,9,Administracion de negocios,202244056
263,Octavia Jacobson,octaviajacobson@utec.edu,5,DS,202153207
264,Latifah Bishop,latifahbishop@utec.edu,6,Ingenieria electronica,202185115
265,Bell Savage,bellsavage@utec.edu,9,Ingenieria mecatronica,202122289
266,Joelle Glass,joelleglass@utec.edu,6,CS,202148260
267,Roth Bradford,rothbradford1253@utec.edu,2,CS,202310234
268,Maxine Ortiz,maxineortiz280@utec.edu,7,Bioingenieria,202294483
269,Oscar Rivers,oscarrivers611@utec.edu,9,Administracion de negocios,202171163
270,Winter Jones,winterjones@utec.edu,3,Ingenieria electronica,202241756
271,Kellie Church,kelliechurch@utec.edu,5,Bioingenieria,202254110
272,Alan Franco,alanfranco@utec.edu,10,Ingenieria ambiental,202261877
273,Willow Guthrie,willowguthrie@utec.edu,9,Administracion de negocios,202325302
274,Alexandra Stephenson,alexandrastephenson@utec.edu,5,Ingenieria mecanica,202128112
275,Dane Solis,danesolis6716@utec.edu,3,Ingenieria ambiental,202365333
276,Shaine Hood,shainehood@utec.edu,6,Ingenieria mecatronica,202181311
277,Martha Hull,marthahull@utec.edu,10,Ingenieria industrial,202258472
278,Ali Caldwell,alicaldwell6843@utec.edu,1,Administracion de negocios,202132535
279,Wayne Livingston,waynelivingston6966@utec.edu,2,Ingenieria electronica,202107382
280,Jerome Mckenzie,jeromemckenzie6963@utec.edu,9,Administracion de negocios,202110740
281,May Gomez,maygomez@utec.edu,5,Ingenieria mecatronica,202134337
282,Demetrius Robbins,demetriusrobbins5460@utec.edu,6,Bioingenieria,202384463
283,Cyrus Riley,cyrusriley@utec.edu,6,Ingenieria mecanica,202206659
284,Trevor Garrison,trevorgarrison1195@utec.edu,10,Ingenieria quimica,202242122
285,Zahir Lane,zahirlane4369@utec.edu,3,Bioingenieria,202361465
286,Barbara Moses,barbaramoses6364@utec.edu,8,Ingenieria mecatronica,202143916
287,Sacha Estrada,sachaestrada@utec.edu,9,Ingenieria ambiental,202129842
288,Adrian Love,adrianlove5110@utec.edu,5,Administracion de negocios,202136793
289,Melissa Bird,melissabird@utec.edu,3,Bioingenieria,202375059
290,Damian Daniel,damiandaniel@utec.edu,3,Ingenieria civil,202201384
291,Valentine Compton,valentinecompton4201@utec.edu,9,DS,202213881
292,Dorothy Miller,dorothymiller@utec.edu,7,CS,202105106
293,Quemby Crawford,quembycrawford2788@utec.edu,10,Ingenieria mecatronica,202196771
294,Deirdre Burton,deirdreburton@utec.edu,9,Ingenieria mecatronica,202140518
295,Wyoming Baxter,wyomingbaxter@utec.edu,6,Ingenieria de la energia,202187288
296,Lesley Suarez,lesleysuarez@utec.edu,5,Ingenieria quimica,202232639
297,Keaton Stanton,keatonstanton1181@utec.edu,4,Ingenieria mecanica,202396469
298,Arthur Hurst,arthurhurst@utec.edu,4,Ingenieria electronica,202107764
299,Lesley Silva,lesleysilva@utec.edu,10,Ingenieria civil,202148813
300,Colby Foreman,colbyforeman@utec.edu,5,Ingenieria industrial,202269941
301,Nicholas Avila,nicholasavila3458@utec.edu,4,CS,202237017
302,Ocean Rowland,oceanrowland@utec.edu,8,CS,202351528
303,Louis Blanchard,louisblanchard2003@utec.edu,6,DS,202194787
304,Chiquita Salinas,chiquitasalinas@utec.edu,5,Ingenieria mecanica,202241999
305,Nadine Hester,nadinehester@utec.edu,7,Ingenieria electronica,202124248
306,Cadman Sparks,cadmansparks3082@utec.edu,8,CS,202331120
307,Darrel Daniels,darreldaniels@utec.edu,3,Ingenieria electronica,202231742
308,Wynter Morgan,wyntermorgan@utec.edu,5,CS,202278461
309,Liberty Rivas,libertyrivas5425@utec.edu,4,Ingenieria ambiental,202281569
310,Calista Henry,calistahenry@utec.edu,9,Ingenieria ambiental,202298713
311,Perry Patrick,perrypatrick2472@utec.edu,9,Bioingenieria,202349848
312,Brenda Winters,brendawinters@utec.edu,3,Administracion de negocios,202151784
313,Kamal Mayer,kamalmayer@utec.edu,8,DS,202264142
314,Ryan Mayo,ryanmayo9@utec.edu,2,Ingenieria de la energia,202229742
315,Preston Lott,prestonlott5722@utec.edu,8,Ingenieria civil,202136836
316,Ronan Mooney,ronanmooney@utec.edu,9,Ingenieria quimica,202360320
317,Germaine Blackburn,germaineblackburn731@utec.edu,10,Bioingenieria,202137031
318,Mannix Farmer,mannixfarmer@utec.edu,3,DS,202126427
319,Keith Boyer,keithboyer@utec.edu,9,Ingenieria civil,202193524
320,Kiona Hopkins,kionahopkins3439@utec.edu,9,Ingenieria de la energia,202320241
321,Gail Bruce,gailbruce5639@utec.edu,8,Bioingenieria,202230259
322,Rachel Justice,racheljustice@utec.edu,7,DS,202227785
323,Branden Burke,brandenburke@utec.edu,3,Ingenieria civil,202139616
324,Conan Bowen,conanbowen@utec.edu,7,Ingenieria ambiental,202335763
325,Tobias Nash,tobiasnash@utec.edu,4,Ingenieria mecatronica,202389575
326,Jorden Bradford,jordenbradford7998@utec.edu,7,Administracion de negocios,202260612
327,Maris Wallace,mariswallace9154@utec.edu,3,Ingenieria industrial,202353768
328,Sybil Galloway,sybilgalloway7038@utec.edu,5,Ingenieria ambiental,202201568
329,Lev Bennett,levbennett479@utec.edu,7,Ingenieria industrial,202235906
330,Hedda Rhodes,heddarhodes1759@utec.edu,2,Administracion de negocios,202318707
331,Cassandra Park,cassandrapark@utec.edu,7,Bioingenieria,202212311
332,Colton Becker,coltonbecker@utec.edu,3,Ingenieria electronica,202322190
333,Gareth Lynch,garethlynch@utec.edu,4,Ingenieria quimica,202283342
334,Emerson Ellison,emersonellison@utec.edu,5,Bioingenieria,202291897
335,Colton Ayala,coltonayala@utec.edu,4,Ingenieria de la energia,202360584
336,Ezra Camacho,ezracamacho5408@utec.edu,3,Ingenieria ambiental,202240604
337,Jacob Shannon,jacobshannon1278@utec.edu,4,Bioingenieria,202350532
338,Byron Duran,byronduran1235@utec.edu,8,Bioingenieria,202332213
339,Nicole Trujillo,nicoletrujillo@utec.edu,3,Administracion de negocios,202202398
340,Breanna Martin,breannamartin1229@utec.edu,9,Ingenieria mecatronica,202395505
341,Autumn Carter,autumncarter@utec.edu,9,Ingenieria de la energia,202324155
342,Steel Hatfield,steelhatfield@utec.edu,4,CS,202390134
343,Kevin Tucker,kevintucker@utec.edu,7,Ingenieria quimica,202286624
344,Teagan Head,teaganhead4348@utec.edu,2,CS,202155852
345,Denton Rosario,dentonrosario3673@utec.edu,10,Ingenieria mecanica,202140420
346,Nina Koch,ninakoch@utec.edu,9,CS,202160685
347,Tallulah Hardy,tallulahhardy@utec.edu,9,Ingenieria de la energia,202273210
348,Iola Newton,iolanewton6235@utec.edu,9,Ingenieria electronica,202212371
349,Malik Kirby,malikkirby@utec.edu,3,Ingenieria quimica,202165651
350,Ursa Houston,ursahouston4240@utec.edu,1,Ingenieria ambiental,202169627
351,Meredith Ford,meredithford345@utec.edu,1,Bioingenieria,202250069
352,Magee Nixon,mageenixon5237@utec.edu,3,Administracion de negocios,202233490
353,Jacob Rodriquez,jacobrodriquez2661@utec.edu,7,Ingenieria de la energia,202368724
354,Meredith Greene,meredithgreene@utec.edu,2,Ingenieria mecanica,202171878
355,Erich Carney,erichcarney@utec.edu,4,Ingenieria quimica,202293232
356,Zena Oneil,zenaoneil@utec.edu,10,Ingenieria electronica,202161112
357,Isabelle Lowery,isabellelowery1390@utec.edu,6,Ingenieria ambiental,202110107
